00:00:01, 125, 182, 1.0, 0, 0, 163.5, 170.4, extensive endurance
00:00:83, 125, 182, 1.1, 0.0, 0, 163.5, 170.4, extensive endurance
00:01:76, 125, 182, 1.1, 0.0, 0, 163.5, 170.4, extensive endurance
00:02:60, 125, 182, 1.2, 0.0, 0, 163.5, 170.4, extensive endurance
00:03:53, 125, 182, 1.2, 0.0, 0, 163.5, 170.4, extensive endurance
00:04:36, 125, 182, 1.3, 0.0, 0, 163.5, 170.4, extensive endurance
00:05:29, 125, 182, 1.3, 0.0, 0, 163.5, 170.4, extensive endurance
00:06:13, 125, 182, 1.4, 0.0, 0, 163.5, 170.4, extensive endurance
00:07:05, 125, 182, 1.4, 0.0, 1, 163.5, 170.4, extensive endurance
00:07:89, 125, 182, 1.5, 0.0, 1, 163.5, 170.4, extensive endurance
00:08:81, 125, 182, 1.5, 0.0, 1, 163.5, 170.4, extensive endurance
00:09:64, 125, 182, 1.6, 0.0, 1, 163.5, 170.4, extensive endurance
00:10:56, 125, 182, 1.6, 0.0, 1, 163.5, 170.4, extensive endurance
00:11:39, 125, 182, 1.7, 0.01, 1, 163.5, 170.4, extensive endurance
00:12:32, 125, 182, 1.7, 0.01, 2, 163.5, 170.4, extensive endurance
00:13:15, 125, 182, 1.8, 0.01, 2, 163.5, 170.4, extensive endurance
00:14:07, 125, 182, 1.8, 0.01, 2, 163.5, 170.4, extensive endurance
00:14:91, 125, 182, 1.9, 0.01, 2, 163.5, 170.4, extensive endurance
00:15:83, 125, 182, 1.9, 0.01, 2, 163.5, 170.4, extensive endurance
00:16:66, 125, 182, 2.0, 0.01, 3, 163.5, 170.4, extensive endurance
00:17:59, 125, 182, 2.0, 0.01, 3, 163.5, 170.4, extensive endurance
00:18:45, 125, 182, 2.1, 0.01, 3, 163.5, 170.4, extensive endurance
00:19:37, 125, 182, 2.1, 0.01, 3, 163.5, 170.4, extensive endurance
00:20:30, 125, 182, 2.2, 0.01, 3, 163.5, 170.4, extensive endurance
00:21:22, 125, 182, 2.2, 0.01, 3, 163.5, 170.4, extensive endurance
00:22:15, 125, 182, 2.3, 0.02, 3, 163.5, 170.4, extensive endurance
00:23:07, 125, 182, 2.3, 0.02, 4, 163.5, 170.4, extensive endurance
00:24:00, 125, 182, 2.4, 0.02, 4, 163.5, 170.4, extensive endurance
