00:00:01, 82, 0, 1.0, 0, 0, 149.7, 163.5, aerobic
00:01:85, 81, 0, 1.1, 0.0, 0, 149.7, 163.5, aerobic
00:03:69, 75, 0, 1.2, 0.0, 0, 149.7, 163.5, aerobic
00:05:51, 83, 0, 1.3, 0.0, 0, 149.7, 163.5, aerobic
00:07:32, 79, 0, 1.4, 0.0, 0, 149.7, 163.5, aerobic
00:09:15, 75, 10, 1.5, 0.0, 0, 149.7, 163.5, aerobic
00:10:96, 77, 14, 1.6, 0.0, 0, 149.7, 163.5, aerobic
00:12:79, 75, 16, 1.7, 0.01, 0, 149.7, 163.5, aerobic
00:14:61, 76, 20, 1.8, 0.01, 0, 149.7, 163.5, aerobic
00:16:43, 77, 22, 1.9, 0.01, 0, 149.7, 163.5, aerobic
00:18:24, 78, 24, 2.0, 0.01, 1, 149.7, 163.5, aerobic
00:20:06, 79, 24, 2.1, 0.01, 1, 149.7, 163.5, aerobic
00:21:86, 78, 24, 2.2, 0.01, 1, 149.7, 163.5, aerobic
00:23:68, 78, 24, 2.3, 0.02, 1, 149.7, 163.5, aerobic
00:25:50, 79, 24, 2.4, 0.02, 1, 149.7, 163.5, aerobic
00:27:34, 78, 24, 2.5, 0.02, 1, 149.7, 163.5, aerobic
00:29:16, 79, 36, 2.6, 0.02, 1, 149.7, 163.5, aerobic
00:30:95, 78, 36, 2.7, 0.03, 1, 149.7, 163.5, aerobic
00:32:75, 78, 36, 2.8, 0.03, 1, 149.7, 163.5, aerobic
00:34:55, 78, 36, 2.9, 0.03, 2, 149.7, 163.5, aerobic
00:36:35, 79, 46, 3.0, 0.03, 2, 149.7, 163.5, aerobic
00:38:15, 82, 49, 3.1, 0.04, 2, 149.7, 163.5, aerobic
00:39:96, 83, 51, 3.2, 0.04, 2, 149.7, 163.5, aerobic
00:41:75, 84, 55, 3.3, 0.04, 3, 149.7, 163.5, aerobic
00:43:56, 84, 55, 3.4, 0.05, 3, 149.7, 163.5, aerobic
00:45:36, 85, 63, 3.5, 0.05, 3, 149.7, 163.5, aerobic
00:47:14, 86, 67, 3.6, 0.05, 3, 149.7, 163.5, aerobic
00:48:94, 87, 71, 3.7, 0.06, 4, 149.7, 163.5, aerobic
00:50:75, 88, 73, 3.8, 0.06, 4, 149.7, 163.5, aerobic
00:52:57, 88, 73, 3.9, 0.07, 4, 149.7, 163.5, aerobic
00:54:36, 89, 80, 4.0, 0.07, 4, 149.7, 163.5, aerobic
00:56:16, 90, 82, 4.1, 0.07, 5, 149.7, 163.5, aerobic
00:57:99, 92, 88, 4.2, 0.08, 5, 149.7, 163.5, aerobic
00:59:80, 93, 90, 4.3, 0.08, 6, 149.7, 163.5, aerobic
01:01:62, 94, 93, 4.4, 0.09, 6, 149.7, 163.5, aerobic
01:03:42, 96, 98, 4.5, 0.09, 6, 149.7, 163.5, aerobic
01:05:21, 97, 102, 4.6, 0.09, 7, 149.7, 163.5, aerobic
01:07:00, 96, 104, 4.7, 0.1, 7, 149.7, 163.5, aerobic
01:08:80, 97, 109, 4.8, 0.1, 7, 149.7, 163.5, aerobic
01:10:59, 98, 113, 4.9, 0.11, 8, 149.7, 163.5, aerobic
01:12:35, 100, 117, 5.0, 0.12, 8, 149.7, 163.5, aerobic
01:14:14, 101, 119, 5.1, 0.12, 9, 149.7, 163.5, aerobic
01:15:87, 102, 126, 5.2, 0.13, 9, 149.7, 163.5, aerobic
01:17:67, 102, 130, 5.3, 0.13, 10, 149.7, 163.5, aerobic
01:19:46, 102, 130, 5.4, 0.14, 10, 149.7, 163.5, aerobic
01:21:23, 102, 137, 5.5, 0.14, 10, 149.7, 163.5, aerobic
01:23:00, 101, 142, 5.6, 0.15, 10, 149.7, 163.5, aerobic
01:24:75, 103, 146, 5.7, 0.15, 11, 149.7, 163.5, aerobic
01:26:50, 104, 151, 5.8, 0.16, 11, 149.7, 163.5, aerobic
01:28:26, 104, 151, 5.9, 0.17, 12, 149.7, 163.5, aerobic
01:29:99, 107, 158, 6.0, 0.17, 12, 149.7, 163.5, aerobic
01:31:77, 111, 162, 6.1, 0.18, 13, 149.7, 163.5, aerobic
01:33:53, 113, 167, 6.2, 0.19, 15, 149.7, 163.5, aerobic
01:35:28, 114, 172, 6.3, 0.19, 16, 149.7, 163.5, aerobic
01:37:03, 115, 174, 6.4, 0.2, 16, 149.7, 163.5, aerobic
01:38:80, 115, 174, 6.5, 0.21, 16, 149.7, 163.5, aerobic
01:40:56, 114, 185, 6.6, 0.21, 17, 149.7, 163.5, aerobic
01:42:30, 113, 190, 6.7, 0.22, 17, 149.7, 163.5, aerobic
01:44:05, 115, 195, 6.8, 0.23, 17, 149.7, 163.5, aerobic
01:45:79, 116, 198, 6.9, 0.24, 18, 149.7, 163.5, aerobic
01:47:54, 119, 204, 7.0, 0.24, 19, 149.7, 163.5, aerobic
01:49:31, 122, 210, 7.1, 0.25, 20, 149.7, 163.5, aerobic
