19-12-2018 00:06:23,55,0
19-12-2018 02:25:27,94,0
19-12-2018 02:25:27,99,0
19-12-2018 02:25:27,103,0
19-12-2018 02:25:28,106,0
19-12-2018 02:25:30,107,0
19-12-2018 02:25:32,108,0
19-12-2018 02:25:34,107,0
19-12-2018 02:25:35,106,0
19-12-2018 02:25:37,105,0
19-12-2018 02:25:38,98,0
19-12-2018 02:25:39,94,0
19-12-2018 02:25:40,92,0
19-12-2018 02:25:41,91,0
19-12-2018 02:25:44,88,0
19-12-2018 02:25:45,86,0
19-12-2018 02:26:15,80,0
19-12-2018 02:26:19,71,0
19-12-2018 02:26:20,72,0
19-12-2018 02:26:21,77,0
19-12-2018 02:26:23,79,0
19-12-2018 02:26:24,80,0
19-12-2018 02:26:25,82,0
19-12-2018 02:26:26,83,0
19-12-2018 02:26:27,84,0
19-12-2018 02:28:05,79,0
19-12-2018 02:28:10,82,0
19-12-2018 02:28:11,80,0
19-12-2018 02:28:12,81,0
19-12-2018 02:28:13,82,0
19-12-2018 02:28:14,83,0
19-12-2018 02:28:16,79,0
19-12-2018 02:29:46,93,0
19-12-2018 02:29:52,82,0
19-12-2018 02:29:53,84,0
19-12-2018 02:29:54,85,0
19-12-2018 02:29:55,83,0
19-12-2018 02:29:56,84,0
19-12-2018 02:29:59,85,0
19-12-2018 02:30:01,84,0
19-12-2018 02:30:05,85,11
19-12-2018 02:30:06,84,11
19-12-2018 02:30:07,83,13
19-12-2018 02:30:08,82,13
19-12-2018 02:30:09,83,15
19-12-2018 02:30:12,82,15
19-12-2018 02:30:13,83,15
19-12-2018 02:30:17,82,15
19-12-2018 02:30:22,82,15
19-12-2018 02:30:26,83,15
19-12-2018 02:30:29,82,15
19-12-2018 02:30:31,81,15
19-12-2018 02:30:33,80,15
19-12-2018 02:30:34,78,15
19-12-2018 02:30:35,79,15
19-12-2018 02:30:38,78,15
19-12-2018 02:30:41,79,15
19-12-2018 02:30:42,78,15
19-12-2018 02:30:43,71,15
19-12-2018 02:30:44,78,15
19-12-2018 02:30:45,83,15
19-12-2018 02:30:47,90,15
19-12-2018 02:30:48,83,15
19-12-2018 02:30:49,82,15
19-12-2018 02:30:50,85,15
19-12-2018 02:30:51,84,15
19-12-2018 02:30:52,83,15
19-12-2018 02:30:54,80,15
19-12-2018 02:30:56,79,15
19-12-2018 02:30:57,80,15
19-12-2018 02:30:59,73,15
19-12-2018 02:30:59,74,15
19-12-2018 02:31:01,75,15
19-12-2018 02:31:02,77,15
19-12-2018 02:31:03,78,15
19-12-2018 02:31:04,77,15
19-12-2018 02:31:05,78,15
19-12-2018 05:12:50,84,0
19-12-2018 05:12:55,70,0
19-12-2018 05:12:56,73,0
19-12-2018 05:12:58,74,0
19-12-2018 05:12:59,75,0
